file	line	column	scope	package	production	family	api	env_bucket	env_expr	argv_expr	call_expr	enumeration_note	snapshot	enumeration_evidence	production_evidence	argv_trust	argv_trust_evidence	reachability	reachability_evidence	tier	environment_needs_if_bounded
hermes_cli/kanban_db.py	5730	18	_git_branch_exists	hermes_cli	yes	subprocess	subprocess.run	none		"[""git"", ""-C"", str(repo_root), ""show-ref"", ""--verify"", f""refs/heads/{branch_name}""]"	"subprocess.run( [""git"", ""-C"", str(repo_root), ""show-ref"", ""--verify"", f""refs/heads/{branch_name}""], capture_output=True, text=True, timeout=30, check=False, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	untrusted_influenced	[VERIFIED: source data-flow trace] At least one argv element comes from model/tool input, remote content, plugin/skill input, or configuration.	model_reachable	[VERIFIED: source/caller trace] The site is reachable from agent runtime, gateway handling, a model-invoked tool, or a shipped skill.	TIER 1	PATH/executable lookup; platform bootstrap vars; locale; TMP/TEMP; HOME/USERPROFILE for git config; for network git only, the selected credential helper/SSH_AUTH_SOCK and configured proxy/CA variables
hermes_cli/kanban_db.py	5744	18	_git_common_dir	hermes_cli	yes	subprocess	subprocess.run	none		"[""git"", ""-C"", str(path), ""rev-parse"", ""--path-format=absolute"", ""--git-common-dir""]"	"subprocess.run( [""git"", ""-C"", str(path), ""rev-parse"", ""--path-format=absolute"", ""--git-common-dir""], capture_output=True, text=True, timeout=30, check=False, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	untrusted_influenced	[VERIFIED: source data-flow trace] At least one argv element comes from model/tool input, remote content, plugin/skill input, or configuration.	model_reachable	[VERIFIED: source/caller trace] The site is reachable from agent runtime, gateway handling, a model-invoked tool, or a shipped skill.	TIER 1	PATH/executable lookup; platform bootstrap vars; locale; TMP/TEMP; HOME/USERPROFILE for git config; for network git only, the selected credential helper/SSH_AUTH_SOCK and configured proxy/CA variables
hermes_cli/kanban_db.py	5763	18	_git_dir	hermes_cli	yes	subprocess	subprocess.run	none		"[""git"", ""-C"", str(path), ""rev-parse"", ""--path-format=absolute"", ""--git-dir""]"	"subprocess.run( [""git"", ""-C"", str(path), ""rev-parse"", ""--path-format=absolute"", ""--git-dir""], capture_output=True, text=True, timeout=30, check=False, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	untrusted_influenced	[VERIFIED: source data-flow trace] At least one argv element comes from model/tool input, remote content, plugin/skill input, or configuration.	model_reachable	[VERIFIED: source/caller trace] The site is reachable from agent runtime, gateway handling, a model-invoked tool, or a shipped skill.	TIER 1	PATH/executable lookup; platform bootstrap vars; locale; TMP/TEMP; HOME/USERPROFILE for git config; for network git only, the selected credential helper/SSH_AUTH_SOCK and configured proxy/CA variables
hermes_cli/kanban_db.py	5782	18	_git_current_branch	hermes_cli	yes	subprocess	subprocess.run	none		"[""git"", ""-C"", str(path), ""branch"", ""--show-current""]"	"subprocess.run( [""git"", ""-C"", str(path), ""branch"", ""--show-current""], capture_output=True, text=True, timeout=30, check=False, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	untrusted_influenced	[VERIFIED: source data-flow trace] At least one argv element comes from model/tool input, remote content, plugin/skill input, or configuration.	model_reachable	[VERIFIED: source/caller trace] The site is reachable from agent runtime, gateway handling, a model-invoked tool, or a shipped skill.	TIER 1	PATH/executable lookup; platform bootstrap vars; locale; TMP/TEMP; HOME/USERPROFILE for git config; for network git only, the selected credential helper/SSH_AUTH_SOCK and configured proxy/CA variables
hermes_cli/kanban_db.py	5839	14	_ensure_git_worktree	hermes_cli	yes	subprocess	subprocess.run	none		cmd	subprocess.run( cmd, capture_output=True, text=True, timeout=60, check=False, )	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	untrusted_influenced	[VERIFIED: source data-flow trace] At least one argv element comes from model/tool input, remote content, plugin/skill input, or configuration.	model_reachable	[VERIFIED: source/caller trace] The site is reachable from agent runtime, gateway handling, a model-invoked tool, or a shipped skill.	TIER 1	PATH/executable lookup; platform bootstrap vars; locale; TMP/TEMP; HOME/USERPROFILE for git config; for network git only, the selected credential helper/SSH_AUTH_SOCK and configured proxy/CA variables
hermes_cli/kanban_db.py	6332	20	_pid_alive	hermes_cli	yes	subprocess	subprocess.run	none		"[""ps"", ""-o"", ""stat="", ""-p"", str(int(pid))]"	"subprocess.run( [""ps"", ""-o"", ""stat="", ""-p"", str(int(pid))], stdout=subprocess.PIPE, stderr=subprocess.DEVNULL, text=True, timeout=1, check=False, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	fixed	[VERIFIED: source data-flow trace] The executable and argv shape are literals, internal constants, discovered runtime IDs, or Hermes-generated temporary paths.	model_reachable	[VERIFIED: source/caller trace] The site is reachable from agent runtime, gateway handling, a model-invoked tool, or a shipped skill.	TIER 2	PATH/executable lookup; platform bootstrap vars; locale; TMP/TEMP; HOME/USERPROFILE for git/tmux config; git credential/SSH agent only if the selected operation later crosses a network boundary
hermes_cli/kanban_db.py	8564	16	_default_spawn	hermes_cli	yes	subprocess	subprocess.Popen	explicit_dict	env	cmd	subprocess.Popen( # noqa: S603 -- argv is a fixed list built above cmd, cwd=workspace if os.path.isdir(workspace) else None, stdin=subprocess.DEVNULL, stdout=log_f, stderr=subprocess.STDOUT, env=env, start_new_session=True, creationflags=subprocess.CREATE_NO_WINDOW if _IS_WINDOWS else 0, )	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/kanban_doctor.py	142	15	_flock_holder_pid	hermes_cli	yes	subprocess	subprocess.run	none		"[""fuser"", str(lock_path)]"	"subprocess.run( [""fuser"", str(lock_path)], capture_output=True, text=True, timeout=5, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	fixed	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	1170	16	_probe_container	hermes_cli	yes	subprocess	subprocess.run	none		cmd	subprocess.run(cmd, capture_output=True, text=True, timeout=15)	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	untrusted_influenced	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	1271	5	_exec_in_container	hermes_cli	yes	os	os.execvp	none		exec_cmd[0]	os.execvp(exec_cmd[0], exec_cmd)	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	fixed	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	1624	18	_ensure_tui_node	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	"{**os.environ, ""HERMES_HOME"": hermes_home}"	"[ ""bash"", ""-c"", f'source ""{helper}"" >&2 && ensure_node >&2 && command -v node', ]"	"subprocess.run( [ ""bash"", ""-c"", f'source ""{helper}"" >&2 && ensure_node >&2 && command -v node', ], env={**os.environ, ""HERMES_HOME"": hermes_home}, capture_output=True, text=True, encoding=""utf-8"", errors=""replace"", check=False, )"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	1679	9	_restore_tui_workspace	hermes_cli	yes	subprocess	subprocess.run	none		"[git, ""restore"", ""--"", tui_dir.name]"	"subprocess.run( [git, ""restore"", ""--"", tui_dir.name], cwd=str(tui_dir.parent), capture_output=True, text=True, check=False, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	untrusted_influenced	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	1806	18	_make_tui_argv	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	"{**os.environ, ""CI"": ""1""}"	"[ npm, ""install"", *npm_workspace_args, ""--silent"", ""--no-fund"", ""--no-audit"", ""--progress=false"", ]"	"subprocess.run( [ npm, ""install"", *npm_workspace_args, ""--silent"", ""--no-fund"", ""--no-audit"", ""--progress=false"", ], cwd=str(npm_cwd), stdout=subprocess.PIPE, stderr=subprocess.PIPE, text=True, encoding=""utf-8"", errors=""replace"", env={**os.environ, ""CI"": ""1""}, )"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	1841	18	_make_tui_argv	hermes_cli	yes	subprocess	subprocess.run	none		"[npm, ""run"", ""build""]"	"subprocess.run( [npm, ""run"", ""build""], cwd=str(ink_dir), capture_output=True, text=True, encoding=""utf-8"", errors=""replace"", )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	fixed	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	1871	18	_make_tui_argv	hermes_cli	yes	subprocess	subprocess.run	none		"[npm, ""run"", ""build""]"	"subprocess.run( [npm, ""run"", ""build""], cwd=str(tui_dir), capture_output=True, text=True, encoding=""utf-8"", errors=""replace"", )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	fixed	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	2119	20	_launch_tui	hermes_cli	yes	subprocess	subprocess.call	explicit_dict	env	argv	subprocess.call(argv, cwd=str(cwd), env=env)	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	2548	22	cmd_whatsapp	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	with_hermes_node_path()	"[npm, ""install"", ""--no-fund"", ""--no-audit"", ""--progress=false""]"	"subprocess.run( [npm, ""install"", ""--no-fund"", ""--no-audit"", ""--progress=false""], cwd=str(bridge_dir), stdout=subprocess.DEVNULL, stderr=subprocess.PIPE, text=True, encoding=""utf-8"", errors=""replace"", env=with_hermes_node_path(), )"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	2612	9	cmd_whatsapp	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	with_hermes_node_path()	"[ find_node_executable(""node"") or ""node"", str(bridge_script), ""--pair-only"", ""--session"", str(session_dir), ]"	"subprocess.run( [ find_node_executable(""node"") or ""node"", str(bridge_script), ""--pair-only"", ""--session"", str(session_dir), ], cwd=str(bridge_dir), env=with_hermes_node_path(), )"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	4469	18	_capture_head_sha	hermes_cli	yes	subprocess	subprocess.run	none		"git_cmd + [""rev-parse"", ""HEAD""]"	"subprocess.run( git_cmd + [""rev-parse"", ""HEAD""], cwd=cwd, capture_output=True, text=True, check=True, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	fixed	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	4648	16	_run_with_idle_timeout	hermes_cli	yes	subprocess	subprocess.Popen	explicit_dict	env	cmd	"subprocess.Popen( cmd, cwd=cwd, stdout=subprocess.PIPE, stderr=subprocess.STDOUT, text=True, encoding=""utf-8"", errors=""replace"", bufsize=1, env=env, )"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	4757	18	_nixos_build_env	hermes_cli	yes	subprocess	subprocess.run	none		"[""nix-shell"", ""-p"", ""python3"", ""--run"", ""which python3""]"	"subprocess.run( [""nix-shell"", ""-p"", ""python3"", ""--run"", ""which python3""], capture_output=True, text=True, check=False, timeout=15, )"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	fixed	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	4794	21	_run_npm_install_deterministic	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	run_env	ci_cmd	"subprocess.run( ci_cmd, cwd=cwd, env=run_env, capture_output=capture_output, text=True, encoding=""utf-8"", errors=""replace"", check=False, )"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	4809	12	_run_npm_install_deterministic	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	run_env	install_cmd	"subprocess.run( install_cmd, cwd=cwd, env=run_env, capture_output=capture_output, text=True, encoding=""utf-8"", errors=""replace"", check=False, )"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	5307	9	_redownload_electron_dist	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	dl_env	[node, str(installer)]	subprocess.run([node, str(installer)], cwd=str(electron_dir), env=dl_env, check=False)	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	5426	9	_desktop_macos_relaunchable_fixup	hermes_cli	yes	subprocess	subprocess.run	none		"[""xattr"", ""-cr"", str(app)]"	"subprocess.run([""xattr"", ""-cr"", str(app)], check=False)"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	fixed	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	5427	9	_desktop_macos_relaunchable_fixup	hermes_cli	yes	subprocess	subprocess.run	none		"[codesign, ""--force"", ""--deep"", ""--sign"", ""-"", str(app)]"	"subprocess.run([codesign, ""--force"", ""--deep"", ""--sign"", ""-"", str(app)], check=False)"	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	fixed	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	5532	12	_desktop_linux_sandbox_fixup	hermes_cli	yes	subprocess	subprocess.run	none		command	subprocess.run(command, check=False)	[VERIFIED: AST keyword/positional inspection] no env argument; child inherits the parent environment	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	untrusted_influenced	[ASSUMED] Tier-3 trust uses a conservative nonliteral-argv heuristic; it does not affect the tier.	operator_only	[VERIFIED: source/caller trace] The containing path is reached by CLI, setup, installer, dashboard/TUI RPC, or maintenance entry points, not by model tool dispatch.	TIER 3	not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	5691	28	cmd_gui	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	env	"[npm, ""run"", build_script]"	"subprocess.run([npm, ""run"", build_script], cwd=desktop_dir, env=env, check=False)"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	5718	36	cmd_gui	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	env	"[npm, ""run"", build_script]"	"subprocess.run([npm, ""run"", build_script], cwd=desktop_dir, env=env, check=False)"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
hermes_cli/main.py	5734	32	cmd_gui	hermes_cli	yes	subprocess	subprocess.run	explicit_dict	mirror_env	"[npm, ""run"", build_script]"	"subprocess.run([npm, ""run"", build_script], cwd=desktop_dir, env=mirror_env, check=False)"	[VERIFIED: AST keyword/positional inspection] explicit env expression (not necessarily a literal dict)	bb1156bf6eef220708247698f154476f96adebe9	[VERIFIED: Python ast.parse/NodeVisitor at bb1156bf6eef220708247698f154476f96adebe9]	[VERIFIED: path taxonomy] production=yes excludes paths containing tests/test/testing/benchmarks/examples; blind spot: shipped scripts and skill helpers remain production by design.	not_ranked		not_ranked			not_applicable [VERIFIED: ranking scope] Per-site boundary needs were requested only for Tier 1 and Tier 2.
